0.000,0.000,4325.487,4007.847,4286.358,4149.026,4344.307,4584.718,4093.897,4623.334,4207.128,4231.487,4207.077,4278.719,4630.258,4389.383
0.000,0.000,4312.463,4001.281,4255.795,4127.281,4339.693,4584.565,4089.486,4616.974,4200.513,4224.154,4196.668,4264.104,4613.229,4375.024
0.000,0.000,4317.591,4009.845,4258.411,4129.386,4338.052,4585.692,4088.923,4621.847,4209.128,4232.255,4204.000,4267.077,4621.897,4381.128
0.000,0.000,4307.488,4002.206,4258.308,4122.515,4332.719,4584.103,4088.359,4616.460,4199.744,4223.949,4201.334,4267.333,4616.564,4371.386
0.000,0.000,4309.384,4004.821,4257.229,4122.359,4335.180,4584.256,4091.539,4621.385,4207.642,4231.281,4209.179,4273.077,4622.512,4373.592
0.000,0.000,4313.745,4011.282,4269.181,4128.410,4338.872,4595.384,4095.487,4619.948,4205.794,4229.025,4207.385,4272.204,4619.897,4374.051
0.000,0.000,4311.078,4009.437,4270.873,4131.231,4339.437,4595.025,4091.180,4620.974,4202.511,4229.436,4209.026,4279.282,4615.128,4371.589
0.000,0.000,4301.847,4004.513,4261.641,4128.102,4335.538,4600.923,4094.051,4614.154,4198.000,4226.206,4203.077,4275.691,4613.384,4360.256
0.000,0.000,4310.512,4014.358,4272.769,4138.769,4344.973,4610.001,4094.462,4620.718,4208.565,4236.821,4209.692,4283.333,4624.666,4370.308
0.000,0.000,4308.153,4010.820,4273.847,4139.382,4340.924,4604.154,4088.976,4619.488,4206.410,4232.001,4209.947,4284.512,4622.976,4363.999
0.000,0.000,4306.873,4003.283,4270.410,4134.923,4343.948,4605.077,4085.845,4625.588,4209.641,4230.872,4212.922,4283.896,4622.616,4364.051
0.000,0.000,4302.000,4003.230,4256.153,4124.102,4343.437,4602.974,4079.999,4618.410,4199.690,4227.537,4211.077,4278.974,4615.487,4357.949
0.000,0.000,4301.179,4002.155,4259.642,4118.565,4341.385,4604.307,4088.411,4624.358,4207.438,4231.743,4214.513,4284.513,4619.129,4363.025
0.000,0.000,4295.435,3998.921,4247.282,4111.847,4333.796,4600.053,4081.076,4619.332,4203.230,4227.129,4210.102,4281.591,4612.922,4356.666
0.000,0.000,4298.975,4002.564,4235.179,4110.357,4329.181,4594.819,4072.923,4614.101,4196.358,4221.231,4204.563,4278.307,4605.897,4355.744
0.000,0.000,4408.410,4094.873,4265.796,4149.949,4333.282,4590.974,4065.127,4603.795,4187.796,4213.180,4218.206,4296.563,4638.001,4437.847
0.000,0.000,4481.539,4150.666,4299.486,4179.127,4340.667,4590.871,4071.386,4601.743,4190.410,4233.077,4263.385,4335.384,4712.411,4511.076
0.000,0.000,4477.642,4102.614,4306.564,4156.975,4329.796,4584.718,4073.233,4594.563,4191.333,4244.103,4290.667,4351.026,4769.384,4544.001
1.000,0.000,4454.258,4036.104,4292.512,4130.564,4326.258,4589.639,4071.744,4615.847,4214.717,4266.462,4311.538,4354.410,4804.360,4552.461
0.000,0.000,4415.026,3981.079,4279.180,4110.000,4318.000,4585.847,4073.435,4617.489,4213.589,4258.613,4305.745,4344.564,4793.230,4522.512
0.000,0.000,4365.590,3939.487,4255.847,4083.078,4318.769,4590.819,4080.617,4628.667,4227.437,4265.076,4296.873,4332.307,4772.667,4480.460
0.000,0.000,4347.539,3925.845,4255.641,4069.078,4322.512,4599.434,4098.001,4645.795,4242.923,4281.436,4301.641,4334.821,4759.845,4465.488
0.000,0.000,4317.487,3909.744,4248.667,4061.280,4319.283,4604.257,4102.155,4652.258,4245.128,4274.871,4283.949,4323.282,4732.668,4436.359
0.000,0.000,4306.309,3934.512,4247.897,4075.846,4327.333,4604.616,4096.050,4638.769,4229.538,4252.513,4253.230,4308.256,4683.845,4399.385
0.000,0.000,4295.231,3937.383,4241.693,4078.410,4330.001,4607.896,4094.410,4635.590,4222.822,4249.333,4248.513,4303.538,4671.487,4383.025
0.000,0.000,4288.615,3935.693,4241.847,4082.410,4327.129,4605.540,4093.128,4634.770,4223.334,4246.513,4240.564,4301.077,4661.745,4374.308
0.000,0.000,4283.024,3942.514,4245.590,4087.948,4326.566,4608.822,4100.101,4636.153,4222.512,4244.462,4238.102,4299.999,4655.693,4365.333
0.000,0.000,4282.461,3940.769,4249.642,4090.975,4329.180,4612.257,4102.205,4636.256,4226.103,4245.540,4238.666,4304.616,4651.179,4364.461
0.000,0.000,4315.437,3960.719,4265.947,4104.924,4332.410,4616.050,4102.102,4636.718,4220.617,4240.717,4238.564,4314.822,4655.178,4393.230
0.000,0.000,4360.306,3983.693,4280.667,4118.563,4331.950,4614.000,4099.639,4626.205,4209.025,4229.692,4243.743,4321.692,4668.820,4427.180
0.000,0.000,4353.692,3976.411,4265.590,4103.795,4332.565,4620.617,4101.182,4620.513,4205.129,4228.617,4238.770,4312.820,4659.796,4412.821
0.000,0.000,4346.360,3974.614,4264.923,4098.051,4329.641,4618.767,4098.359,4622.306,4207.795,4231.846,4240.359,4312.562,4655.282,4409.640
0.000,0.000,4332.615,3969.641,4263.900,4094.001,4331.385,4624.052,4107.590,4634.769,4218.000,4239.231,4238.309,4312.100,4652.515,4399.692
0.000,0.000,4334.769,3978.103,4269.848,4102.154,4337.642,4628.564,4109.898,4635.640,4216.411,4236.359,4237.591,4311.180,4650.666,4399.693
0.000,0.000,4334.462,3988.051,4265.434,4104.872,4336.974,4624.924,4103.538,4629.487,4211.282,4229.180,4229.128,4303.950,4635.794,4393.795
0.000,0.000,4356.770,4005.385,4277.949,4115.282,4339.078,4627.179,4105.179,4628.667,4214.513,4231.743,4236.104,4310.974,4641.845,4410.922
0.000,0.000,4342.309,3995.178,4271.078,4112.770,4336.409,4630.409,4106.103,4632.923,4217.127,4229.947,4202.769,4306.411,4628.309,4396.155
0.000,0.000,4330.460,3986.411,4265.385,4107.591,4329.383,4619.745,4098.615,4627.230,4210.154,4222.101,4182.206,4299.333,4619.232,4384.409
0.000,0.000,4323.334,3985.538,4265.385,4109.282,4330.924,4622.359,4107.282,4630.667,4211.640,4218.512,4170.769,4296.870,4610.975,4377.692
0.000,0.000,4316.819,3980.822,4256.206,4098.821,4329.641,4618.103,4097.694,4629.692,4214.410,4221.488,4169.897,4291.794,4613.078,4372.925
0.000,0.000,4308.923,3978.822,4251.949,4089.590,4331.179,4618.717,4097.693,4636.052,4218.717,4230.051,4176.616,4295.898,4615.333,4373.590
0.000,0.000,4309.077,3978.820,4253.232,4090.001,4332.718,4617.795,4103.335,4632.617,4211.333,4224.924,4171.282,4294.153,4614.872,4371.232
0.000,0.000,4299.950,3977.488,4251.639,4083.283,4327.488,4614.410,4097.589,4631.692,4212.307,4225.334,4175.025,4293.284,4612.514,4368.718
0.000,0.000,4300.308,3980.154,4252.563,4086.204,4327.642,4616.153,4101.283,4630.153,4213.796,4227.744,4177.693,4295.590,4616.614,4369.794
0.000,0.000,4296.563,3984.052,4251.436,4091.846,4331.436,4611.487,4092.563,4622.667,4204.974,4220.050,4172.769,4286.669,4613.385,4362.206
0.000,0.000,4300.051,3989.180,4260.921,4098.050,4336.925,4616.922,4096.975,4619.847,4208.615,4222.462,4174.257,4293.997,4616.155,4364.720
0.000,0.000,4290.820,3990.616,4258.207,4102.205,4335.898,4618.409,4100.770,4618.411,4204.361,4218.001,4175.077,4286.358,4613.486,4353.999
0.000,0.000,4292.923,3998.256,4259.796,4106.001,4340.256,4618.410,4097.180,4626.051,4212.717,4223.385,4179.795,4287.436,4616.615,4354.257
0.000,0.000,4286.257,3995.999,4252.206,4100.051,4339.025,4621.948,4100.102,4627.897,4213.591,4222.154,4179.999,4283.127,4612.411,4346.103
0.000,0.000,4281.692,3994.101,4241.640,4085.487,4335.539,4619.024,4098.974,4628.205,4211.592,4223.233,4185.281,4279.025,4616.309,4343.590
0.000,0.000,4276.565,3996.000,4244.205,4088.101,4339.796,4620.718,4105.024,4626.974,4212.001,4225.026,4184.819,4277.384,4615.385,4340.358
0.000,0.000,4275.282,4001.282,4242.307,4090.306,4336.923,4618.049,4104.411,4627.591,4214.668,4226.411,4188.051,4278.103,4615.385,4337.743
0.000,0.000,4280.257,4009.794,4247.486,4094.924,4343.846,4623.745,4110.871,4631.077,4218.769,4233.230,4199.077,4280.462,4621.127,4341.540
0.000,0.000,4286.257,4020.513,4262.001,4105.538,4350.719,4630.667,4113.436,4637.488,4226.460,4242.872,4213.897,4294.204,4625.233,4350.155
0.000,0.000,4276.923,4015.794,4256.411,4100.205,4344.821,4622.258,4106.512,4627.692,4210.924,4229.589,4208.410,4287.486,4616.104,4344.666
0.000,0.000,4278.155,4019.025,4263.025,4105.951,4341.745,4622.514,4106.768,4627.692,4209.538,4227.128,4208.566,4288.101,4610.975,4341.640
0.000,0.000,4280.205,4024.974,4262.513,4114.152,4349.847,4628.103,4111.744,4626.614,4211.693,4231.231,4215.539,4289.025,4618.871,4347.127
0.000,0.000,4287.795,4028.256,4266.974,4119.640,4348.974,4623.644,4107.077,4623.384,4208.924,4227.796,4217.230,4292.105,4617.435,4351.539
0.000,0.000,4285.436,4026.206,4250.667,4107.589,4347.795,4620.051,4103.130,4616.513,4208.972,4228.306,4215.127,4282.000,4616.051,4346.872
0.000,0.000,4299.948,4027.590,4253.232,4103.076,4346.975,4620.461,4106.716,4621.179,4214.923,4230.102,4219.999,4286.051,4620.308,4361.846
0.000,0.000,4324.258,4041.692,4262.717,4107.795,4345.745,4625.077,4107.283,4621.949,4213.488,4228.053,4223.282,4292.257,4629.180,4383.386
0.000,0.000,4326.719,4043.590,4266.308,4110.000,4348.360,4629.331,4107.384,4624.975,4218.564,4233.744,4224.462,4292.720,4628.152,4385.333
0.000,0.000,4329.074,4052.204,4266.819,4117.846,4349.692,4634.206,4113.026,4629.745,4223.434,4240.053,4229.282,4297.334,4634.308,4386.975
0.000,0.000,4333.438,4054.665,4275.693,4122.049,4352.771,4635.129,4114.873,4633.950,4227.386,4248.258,4236.974,4304.820,4641.128,4392.615
0.000,0.000,4323.539,4043.642,4274.152,4117.641,4345.281,4625.485,4108.514,4626.513,4216.666,4233.230,4223.794,4297.590,4625.180,4379.796
0.000,0.000,4321.128,4045.642,4265.846,4118.922,4348.357,4624.564,4106.360,4628.562,4219.179,4241.589,4230.820,4297.896,4630.770,4377.386
0.000,0.000,4315.744,4044.922,4264.256,4121.897,4356.205,4628.820,4110.462,4631.640,4226.973,4240.716,4224.002,4294.668,4624.153,4373.999
0.000,0.000,4325.844,4049.641,4269.435,4128.102,4357.948,4631.692,4108.667,4629.284,4224.614,4243.540,4231.385,4295.179,4633.231,4380.360
0.000,0.000,4320.101,4045.283,4269.128,4130.924,4354.667,4626.974,4108.051,4627.487,4223.078,4236.153,4221.437,4291.333,4622.205,4371.026
0.000,0.000,4313.282,4038.053,4258.051,4120.203,4353.386,4624.309,4111.127,4623.334,4219.897,4235.845,4222.513,4286.872,4623.179,4365.488
0.000,0.000,4322.307,4044.052,4263.590,4120.872,4354.462,4626.049,4112.718,4622.923,4221.333,4243.180,4233.229,4295.024,4630.922,4373.487
0.000,0.000,4317.539,4040.256,4264.360,4120.307,4356.974,4630.461,4115.744,4626.512,4221.437,4245.848,4232.001,4290.513,4629.847,4370.307
0.000,0.000,4319.487,4041.025,4265.487,4121.025,4361.693,4633.694,4122.206,4626.822,4224.103,4246.051,4231.436,4295.589,4632.254,4371.333
0.000,0.000,4317.231,4037.229,4268.717,4120.768,4354.409,4631.897,4118.461,4624.822,4220.207,4240.102,4226.616,4293.948,4625.539,4369.437
0.000,0.000,4313.693,4035.128,4266.052,4115.591,4347.129,4625.998,4116.922,4619.795,4221.179,4242.307,4222.768,4290.769,4622.153,4367.076
0.000,0.000,4321.693,4042.000,4272.308,4122.768,4348.667,4620.872,4109.744,4610.872,4208.973,4235.846,4221.897,4295.282,4628.770,4375.024
0.000,0.000,4318.511,4036.871,4271.229,4123.077,4347.129,4618.514,4104.410,4609.537,4207.384,4231.490,4218.666,4293.640,4626.001,4371.539
